product_id,category,animal,size,price,sales,rating,repeat_purchase
0511,Housing,Dog,medium,26.03,675.41,7,-0
0512,Food,Cat,LARGE,36,1408.16,6,1
0513,Toys,Dog,small,38.66,1403.4,5,0
0514,Toys,Fish,medium,23.95,742.87,7,1
0515,Accessory,Dog,MEDIUM,22.88,577.12,4,0
0516,Housing,Fish,Large,25.93,784.8,3,1
0517,Medicine,Cat,small,25.29,1001.91,7,1
0518,Toys,Dog,large,44.03,1797.02,7,1
0519,Food,Cat,MEDIUM,25.9,831.78,3,1
0520,Medicine,Cat,medium,19.91,735.01,8,1
0521,Toys,Cat,small,33.91,1337.11,9,-0
0522,Toys,Dog,Medium,unlisted,1159.18,NA,1
0523,Housing,Dog,MEDIUM,26.09,671.89,3,0
0524,Medicine,Fish,small,19.89,661.23,6,0
0525,Accessory,Dog,Large,33.06,1063.55,2,0
0526,Accessory,Bird,medium,32.96,856.75,5,1
0527,Equipment,Fish,Small,22.69,695.63,6,1
0528,Medicine,Cat,Small,24.78,975.55,6,1
0529,Housing,Cat,small,25.92,820.26,3,0
0530,Toys,Fish,SMALL,29.09,979.48,8,1
0531,Accessory,Fish,small,18.09,446.76,3,0
0532,Food,Bird,Large,50.9,1862.12,7,1
0533,Equipment,Cat,Small,28.15,1040.73,8,1
0534,Toys,Cat,Small,34.18,1357.61,7,-0
0535,Toys,Cat,small,34.03,1347.16,7,1
0536,Equipment,Cat,small,28.03,1035.32,6,0
0537,Medicine,Dog,medium,25.16,846.37,3,0
0538,Housing,Dog,small,unlisted,887.93,NA,1
0539,Equipment,Cat,Medium,unlisted,795.71,NA,1
0540,Housing,Fish,large,25.91,775.92,3,1
0541,Housing,Dog,MEDIUM,25.98,676.72,3,1
0542,Medicine,Cat,MEDIUM,20.11,745.46,5,1
0543,Housing,Dog,Large,36.09,1187.66,4,1
0544,Medicine,Fish,LARGE,24.88,942.65,6,1
0545,Accessory,Dog,Medium,22.93,574.75,1,1
0546,Toys,Cat,SMALL,34.28,1354.57,6,1
0547,Toys,Cat,Medium,29.05,1079.88,7,1
0548,Food,Dog,Small,35.99,1130.21,3,1
0549,Toys,Bird,Small,49.02,1820,5,1
0550,Food,Fish,large,31.16,1028.57,6,0
0551,Equipment,Cat,small,28.27,1048.08,7,1
0552,Food,Fish,Medium,21.14,548.11,3,0
0553,Equipment,Dog,medium,27.93,871.63,6,1
0554,Equipment,Fish,SMALL,22.97,705.93,5,0
0555,Toys,Cat,medium,28.84,1070.85,4,0
0556,Medicine,Fish,Medium,14.94,459.89,6,1
0557,Medicine,Dog,large,35.05,1422.39,7,1
0558,Toys,Cat,Medium,28.89,1073.93,4,1
0559,Equipment,Cat,small,27.98,1031.86,5,1
0560,Toys,Dog,small,39.21,1421.19,5,-0
0561,Food,Dog,large,41.12,1469.55,5,1
0562,Food,Bird,medium,41,1205.59,4,1
0563,Food,Fish,small,26.06,740.27,5,1
0564,Toys,Fish,Small,29.25,979.88,5,1
0565,Medicine,Cat,SMALL,unlisted,992.07,NA,1
0566,Medicine,Cat,Small,unlisted,999.75,NA,1
0567,Toys,Cat,SMALL,34.33,1374.83,5,-0
0568,Food,Dog,medium,30.96,885.69,4,1
0569,Equipment,Cat,small,27.94,1030.84,5,1
0570,Food,Dog,Medium,30.94,887.11,3,0
0571,Food,Bird,medium,unlisted,1202.85,NA,1
0572,Toys,Cat,Small,34.23,1359.67,7,1
0573,Medicine,Cat,MEDIUM,19.94,735.1,7,1
0574,Equipment,Dog,small,33.11,1107.81,2,0
0575,Toys,Fish,small,28.74,963.92,5,-0
0576,Medicine,Cat,Medium,20.09,741.2,5,0
0577,Toys,Cat,medium,29.16,1084.45,5,1
0578,Toys,Cat,SMALL,unlisted,1353.09,NA,1
0579,Equipment,Cat,SMALL,27.79,1026.51,5,0
0580,Toys,Dog,large,44,1790.98,9,-0
0581,Equipment,Cat,Small,28.13,1035.27,7,1
0582,Accessory,Dog,large,32.97,1058.07,3,1
0583,Housing,Cat,MEDIUM,20.98,616.62,5,1
0584,Toys,Fish,medium,23.82,735.3,5,1
0585,Food,Dog,large,41.01,1453.78,6,0
0586,Equipment,Cat,medium,23.33,808.45,4,1
0587,Housing,Bird,Medium,35.96,965.12,1,1
0588,Food,Bird,LARGE,50.99,1855.21,6,1
0589,Accessory,Bird,medium,33,861.52,4,0
0590,Equipment,Fish,small,23,704.78,4,1
0591,Food,Dog,medium,31.16,885.52,3,1
0592,Equipment,Cat,small,unlisted,1034.86,NA,0
0593,Equipment,Cat,SMALL,27.94,1030.82,4,1
0594,-,Fish,Medium,17.95,509.93,5,1
0595,Housing,Cat,medium,unlisted,614.35,NA,0
0596,Food,Cat,MEDIUM,25.92,828.76,5,1
0597,Toys,Fish,Small,28.91,975.67,5,0
0598,Equipment,Cat,small,27.99,1032.53,5,1
0599,Equipment,Bird,Small,42.86,1484.04,5,1
0600,Medicine,Cat,medium,19.99,735.73,3,1
0601,Equipment,Cat,medium,23,793.54,3,1
0602,-,Dog,Small,unlisted,1113.97,NA,0
0603,Equipment,Cat,SMALL,27.91,1029.65,4,1
0604,Accessory,Bird,Large,43.01,1417,5,-0
0605,Equipment,Cat,Small,28.1,1040.27,6,1
0606,Food,Bird,LARGE,unlisted,1861.87,NA,0
0607,Equipment,Cat,Small,27.98,1026.38,3,0
0608,Housing,Cat,Small,25.85,814.58,5,1
0609,Toys,Fish,Small,28.79,964.58,6,0
0610,Medicine,Dog,medium,25.2,850.43,7,0
0611,Food,Dog,Medium,30.92,885.53,6,1
0612,Food,Bird,medium,41.15,1207.5,6,1
0613,Medicine,Dog,small,30.08,1084.15,3,1
0614,Housing,Dog,SMALL,31.23,893.06,1,1
0615,Toys,Cat,SMALL,34.25,1354.26,8,1
0616,Toys,Cat,Small,33.84,1351.85,6,0
0617,Housing,Dog,medium,26.03,670.66,2,1
0618,Housing,Fish,large,25.9,778.16,3,1
0619,Medicine,Dog,Medium,24.82,833.26,5,1
0620,Toys,Cat,small,unlisted,1350.95,NA,0
0621,Toys,Fish,SMALL,29.02,967.03,5,1
0622,Food,Bird,medium,40.96,1208.98,5,-0
0623,Food,Bird,large,50.92,1852.79,4,1
0624,Accessory,Dog,LARGE,unlisted,1065.28,NA,0
0625,Housing,Cat,medium,20.87,609.01,7,0
0626,Medicine,Fish,small,20,662.86,5,1
0627,Toys,Fish,small,unlisted,965.99,NA,0
0628,Toys,Cat,SMALL,34.06,1365.83,9,1
0629,Housing,Fish,medium,15.99,372.62,4,0
0630,Medicine,Fish,MEDIUM,15.14,467.23,5,1
0631,Housing,Fish,Medium,15.95,366.79,4,1
0632,Equipment,Cat,small,28.15,1031.46,6,0
0633,Food,Cat,Large,36.05,1409.62,3,1
0634,-,Dog,medium,28.1,872.04,4,0
0635,Medicine,Dog,medium,25.04,845.75,4,0
0636,Medicine,Fish,Medium,15.16,471.66,6,-0
0637,Housing,Cat,Medium,20.84,610.48,2,1
0638,Housing,Dog,Medium,25.97,670.87,4,1
0639,Toys,Dog,small,39.09,1424.13,3,1
0640,Food,Dog,medium,31.15,886.18,6,0
0641,Housing,Dog,LARGE,36.09,1188.68,4,0
0642,Equipment,Cat,SMALL,27.82,1023.28,9,1
0643,Toys,Cat,small,33.86,1336.18,8,-0
0644,Accessory,Cat,LARGE,28,998.18,4,-0
0645,Food,Cat,SMALL,30.74,1053.2,5,1
0646,Equipment,Cat,Small,27.85,1031.22,4,1
0647,Equipment,Cat,Medium,22.87,787.4,7,-0
0648,Equipment,Cat,small,28.1,1032.94,4,0
0649,Food,Bird,LARGE,51.04,1853.37,4,1
0650,Food,Cat,Small,31.27,1082.95,6,0
0651,Equipment,Cat,SMALL,27.92,1034.36,6,1
0652,Medicine,Dog,SMALL,unlisted,1086.33,NA,0
0653,Toys,Bird,Large,54.02,2254.99,8,0
0654,Equipment,Fish,small,22.98,702.76,5,-0
0655,Food,Fish,Small,26.16,734.68,4,0
0656,Medicine,Cat,Small,25.04,995.73,6,1
0657,Equipment,Cat,Small,27.86,1027.15,3,1
0658,Housing,Dog,LARGE,35.92,1182.28,6,1
0659,Food,Cat,medium,25.86,826.9,3,1
0660,Equipment,Cat,Medium,23.09,792.03,4,1
0661,Toys,Cat,SMALL,34.09,1355.96,8,0
0662,Housing,Fish,medium,15.91,369.09,3,-0
0663,Equipment,Cat,small,28.02,1033.6,4,0
0664,Food,Dog,small,36.07,1133.67,4,0
0665,Medicine,Dog,small,unlisted,1089.32,NA,0
0666,Food,Fish,small,26.09,732.64,3,0
0667,Medicine,Cat,small,24.92,983.26,3,1
0668,Accessory,Fish,SMALL,18.14,451.79,3,1
0669,Food,Dog,large,40.83,1456.02,4,1
0670,Housing,Dog,MEDIUM,26.06,675.27,4,1
0671,Accessory,Fish,medium,12.85,286.94,1,1
0672,Food,Cat,Medium,26.11,836.46,7,-0
0673,Medicine,Fish,small,19.78,663.24,6,1
0674,Medicine,Cat,Small,24.76,976.59,7,1
0675,Housing,Fish,large,25.94,784.18,4,1
0676,Toys,Dog,Small,39.07,1413.09,5,-0
0677,Toys,Cat,medium,29.22,1083.7,8,0
0678,Medicine,Cat,small,24.9,981.78,8,-0
0679,Medicine,Fish,medium,15.21,465.62,5,1
0680,Equipment,Cat,Small,28,1037.85,6,-0
0681,Medicine,Cat,small,25,992.35,8,-0
0682,Medicine,Fish,medium,14.96,462.92,6,1
0683,Housing,Cat,SMALL,25.82,818.94,5,1
0684,Toys,Cat,medium,28.93,1074.29,4,1
0685,Food,Dog,small,35.84,1116.7,5,-0
0686,Medicine,Fish,medium,14.96,459.81,4,1
0687,Equipment,Dog,medium,27.97,866.65,6,0
0688,Accessory,Cat,Large,28.29,1009.17,4,-0
0689,Food,Cat,small,30.84,1064.04,4,1
0690,Equipment,Cat,Small,27.91,1029.62,6,1
0691,Housing,Cat,small,25.95,824.36,7,1
0692,Toys,Fish,Small,unlisted,974.33,NA,1
0693,Accessory,Bird,LARGE,43.13,1422.67,5,1
0694,Toys,Fish,small,unlisted,968.02,NA,1
0695,Toys,Fish,SMALL,28.93,959.82,6,1
0696,Food,Dog,small,36.12,1127.48,5,-0
0697,Equipment,Fish,small,22.8,700.69,5,1
0698,Equipment,Fish,small,22.89,698.36,4,1
0699,Food,Cat,LARGE,36.02,1413.13,7,1
0700,Housing,Dog,large,36.21,1196.63,8,1
0701,Medicine,Dog,LARGE,34.93,1430.7,9,0
0702,Equipment,Fish,small,23.02,701.28,3,0
0703,Equipment,Cat,Medium,22.84,785.16,4,0
0704,-,Bird,Small,unlisted,1085.02,NA,1
0705,Medicine,Cat,SMALL,24.86,979.63,7,1
0706,Equipment,Cat,Medium,23.03,795.76,7,0
0707,Equipment,Dog,MEDIUM,27.98,869.46,5,1
0708,Accessory,Cat,Medium,18.1,516.87,4,1
0709,Equipment,Dog,medium,unlisted,872.4,NA,0
0710,Toys,Fish,Small,29.11,973.54,3,0
0711,Accessory,Dog,MEDIUM,22.96,575.3,3,1
0712,Equipment,Cat,medium,23.01,791.79,4,0
0713,Accessory,Fish,large,22.99,677.59,4,1
0714,Equipment,Fish,small,unlisted,705.17,NA,1
0715,Medicine,Cat,small,24.95,981.83,7,0
0716,Medicine,Cat,medium,20.06,741.31,7,0
0717,Equipment,Cat,Small,27.88,1034.76,5,1
0718,Accessory,Cat,medium,17.99,514.68,4,1
0719,Housing,Cat,SMALL,25.96,828.28,4,0
0720,Toys,Fish,Small,28.89,962.99,4,1
0721,Housing,Cat,Medium,20.83,612.54,4,1
0722,Housing,Cat,MEDIUM,21.14,618.85,7,1
0723,Medicine,Cat,large,29.86,1315.87,7,0
0724,Medicine,Fish,Small,unlisted,655.11,NA,1
0725,Equipment,Fish,Medium,18.22,512.56,2,1
0726,Housing,Cat,SMALL,25.96,822.82,4,0
0727,Toys,Fish,medium,23.92,741.3,4,1
0728,Toys,Dog,Large,43.92,1793.71,6,1
0729,Food,Bird,small,45.98,1450.78,5,-0
0730,Medicine,Fish,Large,unlisted,942.52,NA,1
0731,Medicine,Dog,LARGE,34.95,1414.51,7,0
0732,Equipment,Cat,small,28.03,1027.94,5,0
0733,Equipment,Dog,Medium,27.87,862.21,3,1
0734,Housing,Cat,small,25.72,811.65,3,1
0735,-,Cat,small,25.03,989.97,6,0
0736,Medicine,Fish,small,20.13,668.35,5,0
0737,Food,Fish,medium,21.01,546.78,4,0
0738,Equipment,Fish,LARGE,unlisted,988.54,NA,1
0739,Medicine,Dog,large,35.09,1423.65,9,0
0740,Equipment,Fish,Medium,17.95,508.24,5,1
0741,Toys,Dog,Small,39.24,1415.71,4,0
0742,Housing,Fish,medium,16.1,375.48,4,0
0743,Housing,Dog,Medium,26.19,678.2,5,-0
0744,Food,Dog,Large,unlisted,1454.29,NA,1
0745,Food,Fish,LARGE,31,1020.52,6,1
0746,Housing,Fish,large,26.07,788.32,4,1
0747,Toys,Cat,SMALL,34.05,1351.58,4,1
0748,Equipment,Dog,Small,unlisted,1111.1,NA,1
0749,Medicine,Cat,small,unlisted,994.09,NA,1
0750,Housing,Bird,MEDIUM,35.95,958.44,2,0
0751,Medicine,Fish,Small,19.98,670.39,4,1
0752,Food,Dog,Large,41.07,1466.78,6,1
0753,Toys,Fish,MEDIUM,24.06,747.21,7,1
0754,Housing,Fish,Large,25.83,776.93,3,1
0755,Housing,Fish,Medium,16.02,369.05,2,1
0756,Food,Dog,small,36.16,1121.32,4,0
0757,Toys,Fish,Small,28.98,965.14,7,0
0758,Toys,Fish,small,28.86,966.92,4,1
0759,Equipment,Fish,large,27.9,982.61,4,1
0760,Equipment,Dog,SMALL,32.85,1107.57,5,1
0761,Accessory,Fish,large,23.09,676.76,4,1
0762,Medicine,Dog,Large,34.94,1416.24,9,0
0763,Toys,Cat,Medium,29,1076.74,7,0
0764,Food,Dog,medium,30.87,880.81,3,0
0765,Toys,Fish,SMALL,29.26,981.65,6,0
0766,Equipment,Fish,small,unlisted,702.4,NA,-0
0767,Equipment,Cat,small,27.78,1020.3,7,1
0768,Equipment,Cat,SMALL,27.71,1019.84,6,1
0769,Toys,Cat,large,39.01,1716.93,8,0
0770,Toys,Cat,Small,33.84,1337.08,7,1
0771,Food,Bird,SMALL,45.99,1468.07,3,1
0772,Medicine,Fish,small,19.94,664.58,5,1
0773,Housing,Bird,MEDIUM,35.95,956.18,5,0
0774,Toys,Fish,Medium,24.02,741.25,5,1
0775,Equipment,Fish,small,23.18,705.78,4,0
0776,Equipment,Fish,small,22.7,692.32,5,1
0777,Accessory,Bird,large,43.16,1430.35,6,0
0778,Food,Fish,Large,30.94,1016.25,3,1
0779,Food,Bird,medium,41.1,1205.54,5,0
0780,Medicine,Fish,SMALL,19.94,662.95,7,1
0781,Toys,Fish,Small,29.01,973.67,7,1
0782,Accessory,Fish,medium,13.13,291.19,1,1
0783,Accessory,Dog,Medium,23.02,576.16,4,1
0784,Food,Dog,Large,41.02,1464.26,6,0
0785,Medicine,Cat,medium,20.13,752.27,6,1
0786,Accessory,Dog,large,33.11,1062.8,7,0
0787,Food,Cat,Small,30.96,1071.46,6,1
0788,Toys,Cat,small,34.29,1349.46,4,0
0789,Equipment,Cat,Small,28.02,1026.59,5,1
0790,Food,Bird,small,46.22,1469.39,5,-0
0791,Medicine,Cat,medium,unlisted,740.1,NA,1
0792,Equipment,Cat,small,27.78,1030.51,5,1
0793,Housing,Fish,MEDIUM,16.12,374.64,3,1
0794,Equipment,Cat,Small,27.76,1020.3,6,1
0795,Housing,Dog,small,31.06,880.33,3,0
0796,Housing,Fish,large,25.87,778.46,4,1
0797,Food,Cat,MEDIUM,25.98,829.32,7,1
0798,Toys,Cat,SMALL,34.08,1348.14,7,0
0799,Equipment,Cat,Small,27.86,1026.84,5,1
0800,Toys,Cat,Small,34.02,1355.03,6,1
0801,Toys,Fish,MEDIUM,unlisted,742.48,NA,0
0802,Housing,Fish,medium,16.02,368.24,4,1
0803,Housing,Fish,LARGE,25.82,776.97,5,-0
0804,Food,Dog,medium,30.9,885.44,3,0
0805,Toys,Cat,Small,34.1,1342.9,6,0
0806,Food,Cat,Small,30.8,1058.71,4,1
0807,Equipment,Cat,Small,27.69,1026.36,5,1
0808,Medicine,Cat,medium,unlisted,743.09,NA,1
0809,Toys,Fish,Medium,23.89,747.3,3,1
0810,Equipment,Dog,small,33.04,1109.25,4,0
0811,Housing,Bird,Small,40.92,1198.74,5,1
0812,Food,Bird,medium,40.89,1205.12,3,1
0813,Housing,Fish,small,20.92,530.85,4,1
0814,Housing,Bird,MEDIUM,35.99,965.29,4,1
0815,Medicine,Dog,Medium,24.88,844.07,4,1
0816,Medicine,Fish,LARGE,25.46,960.09,5,1
0817,Toys,Cat,SMALL,33.95,1356.63,6,0
0818,Food,Bird,small,45.98,1470.95,4,0
0819,Equipment,Cat,small,28.14,1040.25,7,-0
0820,Medicine,Fish,SMALL,20.09,668.82,6,1
0821,Medicine,Dog,SMALL,29.95,1086.46,6,1
0822,Equipment,Cat,Small,28.11,1040.08,7,1
0823,Accessory,Cat,small,23.13,717.93,6,-0
0824,Medicine,Cat,SMALL,24.94,980.93,4,0
0825,Housing,Dog,SMALL,30.98,876.43,6,1
0826,Equipment,Cat,Medium,22.98,790.28,5,1
0827,Housing,Bird,Small,40.93,1195.06,4,1
0828,Equipment,Cat,small,28.36,1041.38,7,0
0829,Medicine,Cat,medium,20.02,745.34,7,0
0830,Equipment,Cat,SMALL,28.02,1034.11,7,1
0831,Medicine,Cat,small,24.91,984.06,6,0
0832,Medicine,Dog,medium,24.85,831.99,3,1
0833,Toys,Cat,small,33.88,1349.47,3,1
0834,Housing,Fish,SMALL,21.22,544.35,5,1
0835,Housing,Fish,Large,25.93,781.99,4,-0
0836,Food,Dog,MEDIUM,31,886.74,3,1
0837,Accessory,Bird,large,42.99,1415.63,6,0
0838,Toys,Cat,SMALL,34.12,1354.43,7,1
0839,Housing,Fish,MEDIUM,16.16,375.45,4,1
0840,Equipment,Cat,SMALL,28.02,1038.37,5,0
0841,Food,Dog,Medium,30.97,893.82,4,1
0842,Equipment,Cat,small,28.3,1047.36,4,0
0843,-,Cat,SMALL,28.14,1040.57,7,1
0844,Equipment,Cat,Small,28.18,1035.68,6,1
0845,Housing,Dog,medium,25.88,675.98,6,1
0846,Medicine,Fish,small,20.07,666.34,3,0
0847,Medicine,Fish,MEDIUM,14.89,459.46,4,1
0848,Food,Cat,small,30.85,1061.36,4,1
0849,Accessory,Fish,large,22.88,671.44,2,1
0850,Food,Dog,Large,40.97,1452.61,6,0
0851,Accessory,Bird,Medium,33.08,857.2,5,1
0852,Medicine,Dog,Medium,25.1,842.65,6,1
0853,Food,Bird,medium,41,1205.26,5,1
0854,Medicine,Cat,medium,19.93,738.82,8,1
0855,Equipment,Cat,SMALL,27.9,1038.63,5,-0
0856,Housing,Cat,small,25.86,826.49,1,1
0857,Medicine,Fish,Small,19.83,660.5,4,1
0858,Accessory,Bird,large,42.92,1410.58,5,0
0859,Equipment,Cat,small,27.84,1031.58,4,0
0860,Accessory,Dog,Large,33.13,1063.88,4,1
0861,Food,Dog,MEDIUM,31.14,890.38,3,0
0862,Equipment,Cat,small,27.97,1036.56,3,-0
0863,Toys,Cat,LARGE,38.99,1724.15,7,1
0864,Housing,Cat,medium,21.21,619.91,4,1
0865,Equipment,Dog,Large,37.87,1441.13,8,0
0866,Housing,Cat,small,26,825.1,6,1
0867,Toys,Cat,SMALL,33.86,1335.86,6,0
0868,Equipment,Cat,small,28.13,1037.69,3,1
0869,Equipment,Cat,small,27.74,1022.85,7,0
0870,Equipment,Cat,Small,28.12,1028.41,5,1
0871,Toys,Fish,small,28.99,979.7,3,1
0872,Housing,Dog,Small,30.96,867.54,6,-0
0873,Accessory,Fish,large,23.12,675.29,6,1
0874,Housing,Fish,medium,16.03,371.78,5,0
0875,Housing,Cat,MEDIUM,20.99,614.98,3,1
0876,Equipment,Fish,Medium,18.13,511.4,5,1
0877,Equipment,Cat,small,28.04,1038.43,4,1
0878,Toys,Dog,small,39.07,1420.2,6,-0
0879,Food,Fish,medium,20.95,538.59,2,0
0880,Toys,Cat,SMALL,33.97,1354.37,7,1
0881,Equipment,Fish,small,22.98,702.46,6,1
0882,Housing,Fish,SMALL,21.21,539.3,2,0
0883,Equipment,Cat,MEDIUM,22.87,790.8,6,1
0884,Equipment,Cat,small,27.94,1034.08,5,0
0885,Toys,Cat,SMALL,34.07,1342.9,6,0
0886,Equipment,Dog,small,unlisted,1104.13,NA,1
0887,Medicine,Bird,Medium,unlisted,1200.71,NA,1
0888,Equipment,Cat,SMALL,28.22,1041.84,6,0
0889,Medicine,Dog,small,30.12,1086.5,3,1
0890,Equipment,Cat,Small,unlisted,1028.48,NA,1
0891,Equipment,Cat,small,27.9,1032.07,5,1
0892,Toys,Fish,large,34.15,1295.24,7,0
0893,Equipment,Cat,SMALL,28.1,1031.91,4,0
0894,Medicine,Fish,large,25.09,946.65,4,1
0895,Equipment,Fish,small,unlisted,705.52,NA,1
0896,Toys,Cat,small,33.97,1332.09,7,1
0897,Housing,Fish,medium,16.12,374.75,5,1
0898,Toys,Dog,Medium,34.07,1157.99,5,0
0899,Equipment,Cat,Small,28.08,1034.93,6,0
0900,Toys,Fish,LARGE,34.1,1300.55,9,0
0901,Food,Fish,Small,25.78,722.29,4,0
0902,Equipment,Cat,Small,28.03,1029.89,6,-0
0903,Housing,Dog,Small,30.78,873.15,7,1
0904,Medicine,Fish,small,20.02,666.64,3,1
0905,Equipment,Cat,SMALL,28.06,1037.46,4,1
0906,Housing,Dog,medium,26.15,677.08,3,1
0907,Food,Cat,small,31.08,1068.61,5,0
0908,Equipment,Cat,Small,28.2,1043.24,6,-0
0909,Housing,Dog,MEDIUM,26.01,673.01,4,1
0910,Equipment,Cat,Medium,22.99,790.78,6,1
0911,Medicine,Fish,small,unlisted,662.31,NA,0
0912,Accessory,Bird,large,42.93,1412.1,4,1
0913,Food,Dog,MEDIUM,31.11,893.03,6,1
0914,-,Dog,MEDIUM,34.07,1148.89,5,1
0915,Toys,Cat,Small,33.95,1348.27,7,-0
0916,Equipment,Bird,small,43.1,1481.11,7,-0
0917,Medicine,Fish,small,20.04,667.84,6,0
0918,Medicine,Fish,medium,14.96,460.07,6,0
0919,Equipment,Fish,small,23.06,704.66,3,1
0920,Equipment,Fish,Small,23.09,706.5,4,1
0921,Toys,Cat,SMALL,34.08,1355.69,7,1
0922,Accessory,Fish,small,17.95,441.1,3,1
0923,Equipment,Cat,small,27.99,1028.67,6,0
0924,Accessory,Fish,large,unlisted,669.43,NA,0
0925,Housing,Cat,small,unlisted,827.23,NA,1
0926,Food,Dog,Medium,31.15,899.82,4,0
0927,Toys,Cat,SMALL,34.21,1352.84,7,1
0928,Toys,Dog,Small,39.16,1415.51,5,1
0929,Housing,Dog,Large,36.09,1186.89,8,1
0930,Medicine,Dog,Medium,24.83,833.95,4,0
0931,Toys,Cat,small,34.18,1363.79,5,1
0932,Toys,Cat,small,34.02,1348.83,9,0
0933,Food,Bird,MEDIUM,41.32,1206.38,4,0
0934,Toys,Cat,Small,33.97,1336.5,6,0
0935,Housing,Fish,Medium,16.08,373.2,6,1
0936,Toys,Bird,Medium,43.97,1522.17,7,0
0937,Food,Fish,small,25.83,726.3,5,0
0938,Equipment,Cat,small,27.81,1024.69,4,0
0939,Toys,Cat,small,unlisted,1361.73,NA,0
0940,Food,Fish,medium,21.02,544.48,4,1
0941,Medicine,Bird,SMALL,unlisted,1488.93,NA,0
0942,Equipment,Cat,Small,28.09,1037.72,6,1
0943,Housing,Fish,SMALL,21.21,542.84,3,1
0944,Food,Dog,small,35.85,1116.82,5,1
0945,Toys,Fish,MEDIUM,23.9,741.42,3,1
0946,Toys,Dog,Large,43.85,1788.28,8,1
0947,Toys,Cat,small,33.92,1341.72,7,-0
0948,Toys,Dog,Small,38.79,1404.28,6,0
0949,Housing,Dog,medium,25.91,672.46,5,0
0950,Housing,Fish,Large,26.08,784.59,6,1
0951,Medicine,Dog,Medium,25.05,843.34,6,0
0952,Equipment,Cat,SMALL,27.81,1028.3,5,1
0953,Toys,Cat,small,34.04,1346.22,6,1
0954,Accessory,Dog,Large,33.15,1066.57,6,0
0955,Medicine,Fish,small,20.26,674.35,6,0
0956,Food,Dog,Medium,30.82,878.78,3,1
0957,Equipment,Cat,Small,28.06,1035.76,7,1
0958,Housing,Cat,small,26.02,816.48,6,0
0959,-,Bird,Small,40.89,1192.94,5,1
0960,Medicine,Dog,small,30.02,1081.32,3,1
0961,Housing,Cat,large,30.85,1118.18,4,-0
0962,Food,Dog,Medium,31.01,894.05,6,1
0963,-,Cat,small,25.06,992.35,7,1
0964,Housing,Fish,MEDIUM,16.19,376.62,1,0
0965,Accessory,Dog,large,33,1058.53,6,0
0966,Toys,Dog,small,39.07,1415.91,6,0
0967,Equipment,Cat,small,28.06,1036.52,5,1
0968,Equipment,Cat,SMALL,27.95,1027.25,8,1
0969,Food,Fish,small,25.96,733.84,6,0
0970,Food,Bird,Large,51.05,1854.64,5,1
0971,Medicine,Fish,Small,20,664.85,5,-0
0972,Equipment,Fish,small,22.98,707.54,3,1
0973,Accessory,Dog,large,32.99,1059.35,4,1
0974,Toys,Dog,medium,34.06,1150.23,4,1
0975,Equipment,Cat,small,28.25,1040.92,5,-0
0976,Accessory,Bird,Large,43.01,1418.55,8,1
0977,Equipment,Cat,Small,28.25,1041.42,8,1
0978,Equipment,Cat,MEDIUM,unlisted,787.29,NA,0
0979,Housing,Bird,MEDIUM,36.08,959.73,6,1
0980,Equipment,Cat,Small,27.93,1033.08,6,-0
0981,Equipment,Cat,small,27.74,1019.89,3,1
0982,Equipment,Cat,Medium,22.91,787.99,5,1
0983,Food,Bird,large,unlisted,1848.03,NA,1
0984,Housing,Cat,Medium,21.1,616.53,5,1
0985,Food,Dog,Small,35.88,1117.99,4,0
0986,Medicine,Bird,medium,35.07,1202.57,5,-0
0987,Food,Dog,Large,41.03,1460.01,2,1
0988,Toys,Cat,SMALL,34.06,1348.07,8,1
0989,Toys,Dog,Small,38.77,1401.22,6,0
0990,Food,Dog,small,unlisted,1115.77,NA,0
0991,Medicine,Bird,SMALL,unlisted,1464.28,NA,1
0992,Toys,Fish,small,28.82,962.25,8,-0
0993,Toys,Cat,medium,28.95,1082.61,7,0
0994,Equipment,Dog,Medium,28.24,876.91,4,-0
0995,Equipment,Dog,small,32.98,1108.36,7,1
0996,Toys,Fish,medium,24.24,752.56,7,1
0997,Food,Dog,LARGE,40.81,1452.83,7,1
0998,Housing,Fish,MEDIUM,16.07,373.55,4,-0
0999,Accessory,Bird,medium,33,857.71,3,0
1000,Equipment,Cat,SMALL,unlisted,1036.76,NA,1
1001,Food,Fish,Medium,20.87,540.31,4,1
1002,Equipment,Cat,Small,27.99,1037.54,7,1
1003,Equipment,Cat,SMALL,28,1027.35,4,1
1004,Food,Dog,MEDIUM,31.12,889.96,4,0
1005,Food,Cat,medium,unlisted,832.65,NA,0
1006,Food,Dog,Small,36.09,1129.37,7,0
1007,Equipment,Fish,small,22.93,710.63,4,1
1008,Toys,Cat,SMALL,unlisted,1349.36,NA,1
1009,Housing,Dog,medium,25.98,670.61,4,1
1010,Toys,Cat,SMALL,34.07,1347.5,6,1
1011,Medicine,Cat,MEDIUM,20.02,740.69,6,1
1012,Toys,Dog,medium,34.03,1150.04,5,-0
1013,Toys,Cat,medium,28.94,1080.7,6,1
1014,Housing,Dog,large,36.03,1190.53,5,-0
1015,Housing,Fish,Small,20.91,530.62,5,0
1016,Equipment,Cat,small,28.07,1034.77,7,1
1017,Equipment,Fish,medium,17.99,508.73,4,0
1018,Equipment,Cat,small,unlisted,1034.21,NA,0
1019,Equipment,Cat,Small,28.17,1034.85,5,1
1020,Medicine,Cat,small,25.26,1002.5,7,1
